ticker,company,sector,industry,country,market_cap,fiscal_year_end_month,biz_model,market_cap_str,exclude_analysis
DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,United States,95149719552,12,"Duke Energy Corporation, through its subsidiaries, operates as an energy company in the United States. The company operates through two segments: Electric Utilities and Infrastructure (EU&I); and Gas Utilities and Infrastructure (GU&I).",$95.1B,False
CMI,Cummins Inc.,Industrials,Specialty Industrial Machinery,United States,92822487040,12,Cummins Inc. offers various power solutions worldwide.,$92.8B,False
GD,General Dynamics Corporation,Industrials,Aerospace & Defense,United States,92178825216,12,"General Dynamics Corporation operates as an aerospace and defense company worldwide. It operates through four segments: Aerospace, Marine Systems, Combat Systems, and Technologies.",$92.2B,False
MCK,McKesson Corporation,Healthcare,Medical Distribution,United States,92153233408,3,"McKesson Corporation provides healthcare services in the United States and internationally. It operates through four segments: North American Pharmaceutical, Oncology & Multispecialty, Prescription Technology Solutions, and Medical-Surgical Solutions.",$92.2B,False
FCX,Freeport-McMoRan Inc.,Basic Materials,Copper,United States,91874443264,12,"Freeport-McMoRan Inc. engages in the mining of mineral properties in North America, South America, and Indonesia.",$91.9B,False
ADP,"Automatic Data Processing, Inc.",Technology,Software - Application,United States,91569127424,6,"Automatic Data Processing, Inc. provides cloud-based human capital management (HCM) solutions worldwide.",$91.6B,False
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,United States,91545673728,12,"United Parcel Service, Inc., a package delivery and logistics provider, offers transportation and delivery services. It operates through two segments, U.S.",$91.5B,False
PNC,"The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,United States,91211390976,12,"The PNC Financial Services Group, Inc. operates as a diversified financial services company in the United States.",$91.2B,True
CME,CME Group Inc.,Financial Services,Financial Data & Stock Exchanges,United States,91064172544,12,"CME Group Inc., together with its subsidiaries, operates contract markets for the trading of futures and options on futures contracts worldwide. It offers futures and options products based on interest rates, equity indexes, and foreign exchange; and agricultural, energy, and metals commodities, as well as fixed income and foreign currency trading services.",$91.1B,True
ELV,"Elevance Health, Inc.",Healthcare,Healthcare Plans,United States,90806452224,12,"Elevance Health, Inc., together with its subsidiaries, operates as a health benefits company in the United States. The company operates in four segments: Health Benefits, CarelonRx, Carelon Services, and Corporate & Other.",$90.8B,False
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,United States,90661634048,10,"Synopsys, Inc. provides design IP solutions in the semiconductor and electronics industries.",$90.7B,False
CEG,Constellation Energy Corporation,Utilities,Utilities - Independent Power Producers,United States,89514762240,12,"Constellation Energy Corporation produces and sells energy products and services in the United States. The company operates through five segments: Mid-Atlantic, Midwest, New York, ERCOT, and Other Power Regions.",$89.5B,False
AMT,American Tower Corporation,Real Estate,REIT - Specialty,United States,88100380672,12,"American Tower Corporation is one of the largest global real estate investment trusts. It is a leading independent owner, operator and developer of multitenant communications real estate.",$88.1B,True
JCI,Johnson Controls International plc,Industrials,Building Products & Equipment,Ireland,87887151104,9,"Johnson Controls International plc, together with its subsidiaries, engages in engineering, manufacturing, commissioning, and retrofitting building products and systems in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific. The company designs, manufactures, sells, installs, and services heating, ventilating, air conditioning, controls, building management, refrigeration, integrated electronic security, integrated fire detection and suppression systems, and digital solutions.",$87.9B,False
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,United States,87554441216,12,"The Williams Companies, Inc., together with its subsidiaries, operates as an energy infrastructure company primarily in the United States. It operates through Transmission, Power & Gulf, Northeast G&P, West, and Gas & NGL Marketing Services segments.",$87.6B,False
CSX,CSX Corporation,Industrials,Railroads,United States,87536926720,12,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services in the United States and Canada. It operates through two segments: rail and trucking.",$87.5B,False
KKR,KKR & Co. Inc.,Financial Services,Asset Management,United States,86912876544,12,KKR & Co. Inc.,$86.9B,True
WM,"Waste Management, Inc.",Industrials,Waste Management,United States,86796582912,12,"Waste Management, Inc., through its subsidiaries, provides environmental solutions to residential, commercial, industrial, and municipal customers in the United States, Canada, Western Europe, and internationally. It offers collection services, including picking up and transporting waste and recyclable materials from where it was generated to a transfer station, recovery facility, or disposal site; owns and operates transfer stations; and owns, develops, and operates landfill gas-to-energy facilities that produce renewable electricity and renewable natural gas.",$86.8B,False
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,United States,86524379136,12,"Monster Beverage Corporation, through its subsidiaries, engages in development, marketing, sale, and distribution of energy drink beverages and concentrates in the United States and internationally. The company operates through four segments: Monster Energy Drinks, Strategic Brands, Alcohol Brands, and Other.",$86.5B,False
USB,U.S. Bancorp,Financial Services,Banks - Regional,United States,86220447744,12,"U.S. Bancorp, a financial services holding company, provides various financial services to individuals, businesses, institutional organizations, governmental entities, and other financial institutions in the United States.",$86.2B,True
CMCSA,Comcast Corporation,Communication Services,Telecom Services,United States,84876148736,12,"Comcast Corporation operates as a media and technology company worldwide. The company operates through Residential Connectivity & Platforms, Business Services Connectivity, Media, Studios, and Theme Parks segments.",$84.9B,False
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services,United States,84545511424,12,SLB N.V. engages in the provision of technology for the energy industry worldwide.,$84.5B,False
INTU,Intuit Inc.,Technology,Software - Application,United States,83568287744,7,"Intuit Inc. provides financial management, payments and capital, compliance, and marketing products and services in the United States.",$83.6B,False
DDOG,"Datadog, Inc.",Technology,Software - Application,United States,82468855808,12,"Datadog, Inc. operates an observability and security platform for cloud applications in the United States and internationally.",$82.5B,False
MMM,3M Company,Industrials,Conglomerates,United States,80243130368,12,"3M Company provides diversified technology services in the America, the Asia Pacific, Europe, the Middle East, Africa, and internationally. It operates through three segments: Safety and Industrial, Transportation and Electronics, and Consumer.",$80.2B,False
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,United States,80155164672,12,"HCA Healthcare, Inc., through its subsidiaries, provides health care services in the United States. The company owns, manages, and operates hospitals, ASCs, freestanding emergency care facilities, urgent care facilities, walk-in clinics, diagnostic and imaging centers, radiation and oncology therapy centers, as well as rehabilitation and physical therapy centers, physician practices, home health agencies, hospices, outpatient physical therapy providers, home and community-based services providers, and various other facilities.",$80.2B,False
ABNB,"Airbnb, Inc.",Consumer Cyclical,Travel Services,United States,79784861696,12,"Airbnb, Inc., together with its subsidiaries, operates a platform for stays, experiences, and services worldwide. The company's marketplace connects hosts and guests online or through mobile devices to book spaces, experiences, and services.",$79.8B,False
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,United States,79072821248,12,"Mondelez International, Inc., through its subsidiaries, manufactures, markets, and sells snack food and beverage products in Latin America, North America, Asia, the Middle East, Africa, and Europe. The company provides biscuits and baked snacks, including cookies, crackers, salted snacks, snack bars, and cakes and pastries; chocolates; and gums and candies, as well as various cheese, grocery, and powdered beverage products.",$79.1B,False
FDX,FedEx Corporation,Industrials,Integrated Freight & Logistics,United States,78792720384,5,"FedEx Corporation, together with its subsidiaries, provides transportation, e-commerce, and business services in the United States and internationally. It operates through Federal Express and FedEx Freight segments.",$78.8B,False
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,United States,78784970752,12,"Simon Property Group, Inc. is a self-administered and self-managed real estate investment trust (REIT).",$78.8B,True
ICE,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,78634516480,12,"Intercontinental Exchange, Inc., together with its subsidiaries, provides technology and data to financial institutions, corporations, and government entities in the United States, the United Kingdom, the European Union, Canada, Asia Pacific, and the Middle East. It operates through three segments: Exchanges, Fixed Income and Data Services, and Mortgage Technology.",$78.6B,True
COHR,Coherent Corp.,Technology,Scientific & Technical Instruments,United States,78633312256,6,"Coherent Corp. develops, manufactures, and markets engineered materials, optoelectronic components and devices, and laser systems for the use in the industrial, communications, electronics, and instrumentation markets worldwide.",$78.6B,False
MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,United States,78301241344,12,"Marsh & McLennan Companies, Inc., a professional services company, provides advisory services and insurance solutions to clients in the areas of risk, strategy, and people worldwide. The company operates through Risk and Insurance Services, and Consulting segments.",$78.3B,True
EMR,Emerson Electric Co.,Industrials,Specialty Industrial Machinery,United States,77893107712,9,"Emerson Electric Co., a technology and software company, provides various solutions in the Americas, Asia, the Middle East, Africa, and Europe. It operates through Final Control, Measurement & Analytical, Discrete Automation, Safety & Productivity, Control Systems & Software, and Test & Measurement segments.",$77.9B,False
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,77704781824,12,"Marathon Petroleum Corporation, together with its subsidiaries, operates as an integrated downstream energy company in the United States. The company operates through three segments: Refining & Marketing; Midstream; and Renewable Diesel.",$77.7B,False
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,United States,77543866368,12,"Hilton Worldwide Holdings Inc., a hospitality company, engages in managing, franchising, and leasing hotels and resorts. It operates in two segments, Management and Franchise, and Ownership.",$77.5B,False
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,United States,77514416128,12,"Moody's Corporation, together with its subsidiaries, operates as an integrated risk assessment firm in the United States, the rest of the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates through two segments, Moody's Analytics (MA) and Moody's Investors Services (MIS).",$77.5B,True
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,United States,76813123584,12,"Northrop Grumman Corporation operates as an aerospace and defense technology company in the United States, Asia/Pacific, Europe, and internationally. It operates through four segments: Aeronautics Systems, Defense Systems, Mission Systems and Space Systems.",$76.8B,False
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,United States,76724461568,12,"Valero Energy Corporation manufactures, markets, and sells petroleum-based and low-carbon liquid transportation fuels and petrochemical products in the United States, Canada, the United Kingdom, Ireland, Latin America, Mexico, Peru, and internationally. It operates through three segments: Refining, Renewable Diesel, and Ethanol.",$76.7B,False
CI,The Cigna Group,Healthcare,Healthcare Plans,United States,76611223552,12,"The Cigna Group, together with its subsidiaries, provides insurance and related products and services in the United States. It operates through two segments: Evernorth Health Services and Cigna Healthcare.",$76.6B,False
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,United States,76602515456,12,"Monolithic Power Systems, Inc. provides semiconductor-based power electronics solutions in China, Taiwan, South Korea, Southeast Asia, Europe, the United States, Japan, and internationally.",$76.6B,False
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,United States,76578955264,12,"Robinhood Markets, Inc. operates financial services platform in the United States.",$76.6B,True
CVNA,Carvana Co.,Consumer Cyclical,Auto & Truck Dealerships,United States,76175237120,12,"Carvana Co., together with its subsidiaries, operates an e-commerce platform for buying and selling used cars. It provides vehicle acquisition, inspection and reconditioning, online search and shopping experience, financing, complementary products, logistics network and distinctive fulfillment experience, and post-sale customer support services.",$76.2B,False
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,Netherlands,76029140992,12,"NXP Semiconductors N.V. provides semiconductor products in the United States, Germany, Japan, South Korea, Taiwan, Singapore, the Netherlands, Mainland China, Hong Kong, and internationally.",$76.0B,False
GM,General Motors Company,Consumer Cyclical,Auto Manufacturers,United States,75532492800,12,"General Motors Company designs, builds, and sells trucks, crossovers, cars, and automobile parts worldwide. It operates through GM North America, GM International, and GM Financial segments.",$75.5B,False
EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,United States,74647887872,12,"EOG Resources, Inc., together with its subsidiaries, explores for, develops, produces, and markets crude oil, natural gas liquids, and natural gas in producing basins in the United States, the Republic of Trinidad and Tobago, and internationally. The company also offers crude oil and condensate, and gathering, processing and marketing.",$74.6B,False
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,United States,73879699456,12,"The Sherwin-Williams Company engages in the development, manufacture, distribution, and sale of paint, coatings, and related products to professional, industrial, commercial and retail customers. The company operates through three segments: Paint Stores Group, Consumer Brands Group, and Performance Coatings Group.",$73.9B,False
ORLY,"O'Reilly Automotive, Inc.",Consumer Cyclical,Auto Parts,United States,73772212224,12,"O'Reilly Automotive, Inc., together with its subsidiaries, operates as a retailer and supplier of automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States, Puerto Rico, Mexico, and Canada. The company offers new and remanufactured automotive hard parts and maintenance items, such as alternators, batteries, brake system components, belts, chassis parts, driveline parts, engine parts, fuel pumps, hoses, starters, temperature control, water pumps, antifreeze, appearance products, engine additives, filters, fluids, lighting products, and oil and wiper blades; and accessories, including floor mats, seat covers, and truck accessories.",$73.8B,False
APO,"Apollo Global Management, Inc.",Financial Services,Asset Management,United States,73546334208,12,"Apollo Global Management, Inc. is a private equity firm specializing in investments in credit, private equity, infrastructure, secondaries and real estate markets.",$73.5B,True
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,United States,73539502080,12,"Phillips 66 operates as an integrated downstream energy provider in the United States, the United Kingdom, Germany, and internationally. It operates through five segments: Midstream, Chemicals, Refining, Marketing and Specialties (M&S), and Renewable Fuels.",$73.5B,False
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,72952037376,2,"Ross Stores, Inc., together with its subsidiaries, operates off-price retail apparel and home fashion stores under the Ross Dress for Less and dd's DISCOUNTS brands in the United States. The company offers designer apparel, accessories, footwear, and home-fashioned products for the entire family.",$73.0B,False
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,United States,72949030912,12,Royal Caribbean Cruises Ltd. operates as a cruise company worldwide.,$72.9B,False
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,United States,72612601856,12,"Illinois Tool Works Inc. provides industrial products and equipment in North America, Europe, the Middle East, Africa, the Asia Pacific, and South America.",$72.6B,False
ECL,Ecolab Inc.,Basic Materials,Specialty Chemicals,United States,72444829696,12,"Ecolab Inc. provides water, hygiene, and infection prevention solutions and services in the United States and internationally.",$72.4B,False
BSX,Boston Scientific Corporation,Healthcare,Medical Devices,United States,72385503232,12,"Boston Scientific Corporation develops, manufactures, and markets medical devices for use in various interventional medical specialties worldwide. The company operates in two segments, MedSurg and Cardiovascular.",$72.4B,False
LITE,Lumentum Holdings Inc.,Technology,Communication Equipment,United States,69662121984,6,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa.",$69.7B,False
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,United States,69614804992,12,"Kinder Morgan, Inc. operates as an energy infrastructure company primarily in North America.",$69.6B,False
NSC,Norfolk Southern Corporation,Industrials,Railroads,United States,69608415232,12,"Norfolk Southern Corporation, together with its subsidiaries, engages in the rail transportation of raw materials, intermediate products, and finished goods in the United States. The company transports agriculture, forest, and consumer products comprising soybeans, wheat, corn, fertilizers, livestock and poultry feed, food products, food oils, flour, sweeteners, ethanol, lumber and wood products, pulp board and paper products, wood fibers, wood pulp, beverages, and canned goods; chemicals, including sulfur and related chemicals, petroleum products comprising crude oil, chlorine and bleaching compounds, plastics, rubber, industrial chemicals, chemical wastes, sand, and natural gas liquids; metals and construction materials, such as steel, aluminum products, machinery, scrap metals, cement, aggregates, minerals, clay, transportation equipment, and military-related products; and automotive, including finished motor vehicles and automotive parts, as well as coal.",$69.6B,False
AON,Aon plc,Financial Services,Insurance Brokers,Ireland,69594046464,12,"Aon plc operates as a professional services firm in the United States, rest of the Americas, the United Kingdom, Ireland, rest of Europe, the Middle East, Africa, and the Asia Pacific. It operates through Risk Capital and Human Capital segments.",$69.6B,True
CTAS,Cintas Corporation,Industrials,Specialty Business Services,United States,69481775104,5,"Cintas Corporation engages in the provision of corporate identity uniforms and related business services primarily in the United States, Canada, and Latin America. It operates through Uniform Rental and Facility Services, First Aid and Safety Services, and All Other segments.",$69.5B,False
AEP,"American Electric Power Company, Inc.",Utilities,Utilities - Regulated Electric,United States,68976189440,12,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments.",$69.0B,False
CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,United States,68872290304,12,"Colgate-Palmolive Company, together with its subsidiaries, manufactures and sells consumer products in the United States and internationally. It operates through two segments: Oral, Personal and Home Care; and Pet Nutrition.",$68.9B,False
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,United States,67912003584,12,"United Rentals, Inc., through its subsidiaries, operates as an equipment rental company in the United States, Canada, Europe, Australia, and New Zealand. It operates through two segments, General Rentals and Specialty.",$67.9B,False
CRH,CRH plc,Basic Materials,Building Materials,Ireland,67842363392,12,"CRH plc, together with its subsidiaries, provides building materials solutions in Ireland, the United States, the United Kingdom, rest of Europe, and internationally. It operates through three segments: Americas Materials Solutions, Americas Building Solutions, and International Solutions.",$67.8B,False
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,United States,67527000064,12,"Motorola Solutions, Inc. provides public safety, government, defense, and enterprise security solutions in the United States, the United Kingdom, Canada, and internationally.",$67.5B,False
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,United States,67471564800,9,"TransDigm Group Incorporated designs, produces, and supplies aircraft components in the United States and internationally. The Power & Control segment offers mechanical/electro-mechanical actuators and controls, ignition systems and engine technology, specialized pumps and valves, power conditioning devices, specialized AC/DC electric motors and generators, batteries and chargers, databus and power controls, sensor products, switches and relay panels, hoists, winches and lifting devices, cargo loading and handling systems, delivery systems, and electronic components.",$67.5B,False
DASH,"DoorDash, Inc.",Consumer Cyclical,Internet Retail,United States,66442752000,12,"DoorDash, Inc., together with its subsidiaries, operates a commerce platform that connects merchants, consumers, and dashers in the United States and internationally. The company operates DoorDash Marketplace, Wolt Marketplace, and Deliveroo Marketplace, which provide various services, such as customer acquisition, demand generation, order fulfillment, merchandising, payment processing, and customer support.",$66.4B,False
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,United States,66363908096,12,"Warner Bros. Discovery, Inc.",$66.4B,False
CIEN,Ciena Corporation,Technology,Communication Equipment,United States,66058506240,10,"Ciena Corporation, a network technology company, provides hardware, software, and services for various network operators in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and India. It operates through Networking Platforms, Platform Software and Services, Blue Planet Automation Software and Services, and Global Services segments.",$66.1B,False
HPE,Hewlett Packard Enterprise Company,Technology,Communication Equipment,United States,66038026240,10,"Hewlett Packard Enterprise Company, together with its subsidiaries, develops intelligent solutions in the United States, the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and internationally. It operates in five segments: Server, Hybrid Cloud, Networking, Financial Services, and Corporate Investments and Other.",$66.0B,False
FIX,"Comfort Systems USA, Inc.",Industrials,Engineering & Construction,United States,65161764864,12,"Comfort Systems USA, Inc., together with its subsidiaries, provides mechanical and electrical installation, renovation, maintenance, repair, and replacement services for the mechanical and electrical services industry in the United States. The company operates through two segments: Mechanical and Electrical.",$65.2B,False
DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Specialty,United States,65154883584,12,"Digital Realty Trust, Inc. owns, acquires, develops, and operates data centers through its operating partnership subsidiary, Digital Realty Trust, L.P.",$65.2B,True
BKR,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,United States,64325730304,12,"Baker Hughes Company provides a portfolio of technologies and services to energy and industrial value chain. Its Oilfield Services & Equipment segment designs and manufactures exploration, appraisal, development, production, rejuvenation, and decommissioning products and related services for onshore and offshore oilfield operations.",$64.3B,False
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,64092295168,12,"Regeneron Pharmaceuticals, Inc. discovers, invents, develops, manufactures, and commercializes medicines to treat various diseases worldwide.",$64.1B,False
NKE,"NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,United States,64018747392,5,"NIKE, Inc., together with its subsidiaries, designs, develops, markets, and sells athletic and casual footwear, apparel, equipment, accessories, and services for men, women, and kids in North America, Europe, the Middle East, Africa, Greater China, the Asia Pacific, and Latin America. The company offers its products under the NIKE, Jordan, Jumpman, Converse, Chuck Taylor, All Star, One Star, Star Chevron, and Jack Purcell trademarks.",$64.0B,False
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,United States,63098060800,12,"The Travelers Companies, Inc., through its subsidiaries, provides a range of commercial and personal property, and casualty insurance products and services to businesses, government units, associations, and individuals in the United States, Canada, and internationally. It operates through three segments: Business Insurance, Bond & Specialty Insurance, and Personal Insurance.",$63.1B,True
RSG,"Republic Services, Inc.",Industrials,Waste Management,United States,63049601024,12,"Republic Services, Inc., together with its subsidiaries, offers environmental services in the United States and Canada. It is involved in the collection and processing of recyclable, solid waste, and industrial waste materials; transportation and disposal of non-hazardous and hazardous waste streams; and other environmental solutions.",$63.0B,False
PCAR,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,United States,62333341696,12,"PACCAR Inc designs, manufactures, and distributes light, medium, and heavy-duty commercial trucks in the United States, Canada, Australia, Mexico, Europe, Central and South America, and internationally. It operates through three segments: Truck, Parts, and Financial Services.",$62.3B,False
APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,United States,61631332352,9,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and related services in the Americas, Asia, Europe, the Middle East, India, and internationally.",$61.6B,False
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,United States,61592817664,12,"W.W. Grainger, Inc., together with its subsidiaries, distributes maintenance, repair, and operating products and services primarily in North America, Japan, and the United Kingdom.",$61.6B,False
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,United States,60836286464,12,"Truist Financial Corporation, a financial services company, provides banking and trust services in the Southeastern and Mid-Atlantic United States. The company operates through two segments, Consumer and Small Business Banking; and Wholesale Banking.",$60.8B,True
TEL,TE Connectivity plc,Technology,Electronic Components,Ireland,60016697344,9,"TE Connectivity plc, together with its subsidiaries, manufactures and sells connectivity and sensor solutions in Europe, the Middle East, Africa, the AsiaPacific, and the Americas. The company operates through two reportable segments, Transportation Solutions and Industrial Solutions.",$60.0B,False
F,Ford Motor Company,Consumer Cyclical,Auto Manufacturers,United States,59770392576,12,"Ford Motor Company develops, delivers, and services Ford trucks, sport utility vehicles, commercial vans and cars, and Lincoln luxury vehicles in the United States, Canada, the United Kingdom, Mexico, and internationally. It operates through Ford Blue, Ford Model e, Ford Pro, and Ford Credit segments.",$59.8B,False
AFL,Aflac Incorporated,Financial Services,Insurance - Life,United States,58655416320,12,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates in two segments, Aflac Japan and Aflac U.S.",$58.7B,True
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,United States,58654781440,12,"Teradyne, Inc. engages in the design, development, manufacture, and sale of automated test systems and robotics products in the United States, Asia Pacific, Europe, the Middle East, and Africa.",$58.7B,False
SRE,Sempra,Utilities,Utilities - Diversified,United States,58179956736,12,"Sempra engages in the regulated utilities business in the United States and Mexico. It operates through three segments: Sempra California, Sempra Texas Utilities, and Sempra Infrastructure.",$58.2B,False
NUE,Nucor Corporation,Basic Materials,Steel,United States,57709555712,12,"Nucor Corporation engages in the manufacture and sale of steel and steel products. The company operates in three segments: Steel Mills, Steel Products, and Raw Materials.",$57.7B,False
D,"Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,57625657344,12,"Dominion Energy, Inc. provides regulated electricity and natural gas services in the United States.",$57.6B,False
OXY,Occidental Petroleum Corporation,Energy,Oil & Gas E&P,United States,57171603456,12,"Occidental Petroleum Corporation, together with its subsidiaries, engages in the acquisition, exploration, and development of oil and gas properties in the United States and internationally. It operates through Oil and Gas and Midstream and Marketing.",$57.2B,False
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,United States,56693895168,12,"Targa Resources Corp., together with its subsidiaries, owns, operates, acquires, and develops a portfolio of complementary domestic infrastructure assets in North America. It operates in two segments, Gathering and Processing, and Logistics and Transportation.",$56.7B,False
KEYS,"Keysight Technologies, Inc.",Technology,Scientific & Technical Instruments,United States,56668901376,10,"Keysight Technologies, Inc. provides electronic design and test solutions worldwide.",$56.7B,False
TGT,Target Corporation,Consumer Defensive,Discount Stores,United States,56306073600,2,"Target Corporation operates as a general merchandise retailer in the United States. It offers apparel for women, men, young adults, kids, toddlers, and babies, as well as jewelry, accessories, and shoes; and beauty products, such as skin and bath care, cosmetics, hair care, oral care, deodorant, and shaving products.",$56.3B,False
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,United States,56279703552,1,"L3Harris Technologies, Inc. provides mission-critical solutions for government and commercial customers worldwide.",$56.3B,False
O,Realty Income Corporation,Real Estate,REIT - Retail,United States,55958876160,12,"Realty Income Corporation, an S&P 500 company, is real estate partner to the world's leading companies. They serve their clients as a full-service real estate capital provider.",$56.0B,True
CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,United States,55939588096,12,"Carrier Global Corporation provides intelligent climate and energy solutions in the United States, Europe, the Asia Pacific, and internationally. It operates through four segments: Climate Solutions Americas; Climate Solutions Europe; Climate Solutions Asia Pacific, Middle East & Africa; and Climate Solutions Transportation.",$55.9B,False
FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,United States,55754895360,12,"Diamondback Energy, Inc., an independent oil and natural gas company, acquires, develops, explores, and exploits unconventional, onshore oil and natural gas reserves in the Permian Basin in West Texas, the United States. The company primarily focuses on the development of the Spraberry and Wolfcamp formations of the Midland Basin; and the Wolfcamp and Bone Spring formations of the Delaware Basin, both of which are part of the Permian Basin in West Texas and New Mexico.",$55.8B,False
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,United States,55537393664,12,"ONEOK, Inc. operates as a midstream service provider of gathering, processing, fractionation, transportation, storage, and marine export services in the United States.",$55.5B,False
ALL,The Allstate Corporation,Financial Services,Insurance - Property & Casualty,United States,55350648832,12,"The Allstate Corporation, together with its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. It operates in four segments: Allstate Protection; Run-off Property-Liability; Protection Services; and Corporate and Other.",$55.4B,True
PSA,Public Storage,Real Estate,REIT - Industrial,United States,54608769024,12,"Public Storage, a member of the S&P 500, is a REIT that primarily acquires, develops, owns, and operates self-storage facilities. At March 31, 2026, we: (i) owned and/or operated 3,546 self-storage facilities located in 40 states with approximately 259 million net rentable square feet in the United States and (ii) owned a 35% common equity interest in Shurgard Self Storage Limited (Euronext Brussels: SHUR), which owned 333 self-storage facilities located in seven Western European countries with approximately 19 million net rentable square feet operated under the Shurgard brand.",$54.6B,True
AJG,Arthur J. Gallagher & Co.,Financial Services,Insurance Brokers,United States,54605316096,12,"Arthur J. Gallagher & Co., together with its subsidiaries, provides insurance and reinsurance brokerage, consulting, and third-party property/casualty claims settlement and administration services to entities and individuals worldwide.",$54.6B,True
MET,"MetLife, Inc.",Financial Services,Insurance - Life,United States,54293196800,12,"MetLife, Inc., a financial services company, provides insurance, annuities, employee benefits, and asset management services worldwide. It operates in six segments: Group Benefits; Retirement and Income Solutions; Asia; Latin America; Europe, the Middle East and Africa; and MetLife Holdings.",$54.3B,True
COR,"Cencora, Inc.",Healthcare,Medical Distribution,United States,53325291520,9,"Cencora, Inc. sources and distributes pharmaceutical products in the United States and internationally.",$53.3B,False
FAST,Fastenal Company,Industrials,Industrial Distribution,United States,52809613312,12,"Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, and internationally. It offers fasteners, and related industrial and construction supplies under the Fastenal name.",$52.8B,False
